accession_id,amo_number,description,quantity,category,current_market_value,asset_location,room_number,box_number,mode_of_acquisition,acquisition_date,acquisition_price,remarks,dimensions,status,date_created,date_modified
2024-DOCUMENTS-0487-Warehouse,AMO-42728,DOCUMENTS item #487 with historical significance,48,DOCUMENTS,-4692.538998399605,Warehouse-A,Wa2-A,87.0,Donation,11/22/2024,,Remark for item 487,,ACTIVE,12/06/2024 12:00:00 AM,12/11/2024 12:00:00 AM
2024-MEMORABILIA-0488-Goldenberg,AMO-64484,MEMORABILIA item #488 with historical significance,66,MEMORABILIA,12146.634768122625,Goldenberg,Go1-B,139.0,Purchase,07/04/2024,2672.283949935125,,13 cm x 112 cm,ACTIVE,11/30/2024 12:00:00 AM,12/10/2024 12:00:00 AM
2024-ART-0489-Gallery,AMO-37887,ART item #489 with historical significance,59,ART,21463.60681682076,Gallery-East,Ga2-A,18.0,Transfer,07/10/2024,11051.022693831748,Remark for item 489,192 cm x 147 cm,ACTIVE,10/18/2024 12:00:00 AM,10/23/2024 12:00:00 AM
2024-FURNITURE-0490-Goldenberg,AMO-88625,FURNITURE item #490 with historical significance,42,FURNITURE,576.3193126487649,Goldenberg,Go4-C,177.0,Transfer,11/16/2024,,,124 cm x 107 cm,ACTIVE,09/18/2024 12:00:00 AM,10/08/2024 12:00:00 AM
2024-MEMORABILIA-0491-Goldenberg,AMO-40488,MEMORABILIA item #491 with historical significance,3,MEMORABILIA,-14957.431113461345,Goldenberg,Go5-A,159.0,Purchase,,-5896.596140072636,Remark for item 491,106 cm x 62 cm,ACTIVE,11/24/2024 12:00:00 AM,11/25/2024 12:00:00 AM
2024-MEMORABILIA-0492-Gallery,AMO-53082,MEMORABILIA item #492 with historical significance,18,MEMORABILIA,,Gallery-East,Ga3-B,107.0,Transfer,05/25/2024,,Remark for item 492,72 cm x 62 cm,UNDER_REVIEW,10/03/2024 12:00:00 AM,10/04/2024 12:00:00 AM
2024-MEMORABILIA-0493-Warehouse,AMO-89700,MEMORABILIA item #493 with historical significance,49,MEMORABILIA,-13273.250998547977,Warehouse-A,Wa5-B,,Donation,04/02/2024,834.3651356310145,,33 cm x 54 cm,ACTIVE,10/30/2024 12:00:00 AM,11/16/2024 12:00:00 AM
2024-MEMORABILIA-0494-Warehouse,AMO-76509,MEMORABILIA item #494 with historical significance,11,MEMORABILIA,49863.946587944694,Warehouse-A,Wa4-C,109.0,Purchase,04/10/2024,-1588.056495180857,Remark for item 494,79 cm x 133 cm,ACTIVE,02/10/2024 12:00:00 AM,03/11/2024 12:00:00 AM
2024-FURNITURE-0495-Gallery,AMO-59508,FURNITURE item #495 with historical significance,22,FURNITURE,10594.698790972463,Gallery-East,Ga4-B,40.0,Purchase,08/01/2024,917.8855196362397,Remark for item 495,,ACTIVE,06/02/2024 12:00:00 AM,06/21/2024 12:00:00 AM
2024-SCULPTURE-0496-Warehouse,AMO-82463,SCULPTURE item #496 with historical significance,94,SCULPTURE,34709.831836202095,Warehouse-A,Wa2-B,144.0,Purchase,02/11/2024,13634.66212936811,Remark for item 496,58 cm x 11 cm,ACTIVE,01/07/2024 12:00:00 AM,02/03/2024 12:00:00 AM
2024-SCULPTURE-0497-Storage,AMO-74415,SCULPTURE item #497 with historical significance,52,SCULPTURE,-8271.719323008016,Storage-Facility-7,St4-B,151.0,Transfer,,-1447.1972125911107,Remark for item 497,154 cm x 51 cm,ACTIVE,04/09/2024 12:00:00 AM,05/03/2024 12:00:00 AM
2024-DOCUMENTS-0498-Storage,AMO-55688,DOCUMENTS item #498 with historical significance,66,DOCUMENTS,31104.0219267268,Storage-Facility-7,St4-C,109.0,Transfer,04/16/2024,,Remark for item 498,183 cm x 17 cm,ACTIVE,12/23/2024 12:00:00 AM,01/13/2025 12:00:00 AM
2024-MEMORABILIA-0499-Storage,AMO-89355,MEMORABILIA item #499 with historical significance,59,MEMORABILIA,22047.287240657784,Storage-Facility-7,St2-B,42.0,Donation,,10233.536628680167,Remark for item 499,111 cm x 190 cm,ACTIVE,10/27/2024 12:00:00 AM,11/24/2024 12:00:00 AM
1908-ART-0500-Warehouse,AMO-31734,ART item #500 with historical significance,1,ART,19598.2046331491,Warehouse-A,Wa4-B,98.0,Transfer,12/14/1908,-796.4604539352977,Remark for item 500,37 cm x 172 cm,ACTIVE,10/20/2024 12:00:00 AM,11/13/2024 12:00:00 AM
2024-FURNITURE-0501-Warehouse,AMO-45261,FURNITURE item #501 with historical significance,96,FURNITURE,19766.37076730773,Warehouse-A,Wa2-C,126.0,Purchase,,,Remark for item 501,177 cm x 83 cm,INACTIVE,08/08/2024 12:00:00 AM,08/13/2024 12:00:00 AM
2024-MEMORABILIA-0502-Storage,AMO-34431,MEMORABILIA item #502 with historical significance,91,MEMORABILIA,32717.589514572694,Storage-Facility-7,St2-A,,Purchase,04/06/2024,5102.410905986821,Remark for item 502,59 cm x 76 cm,ACTIVE,07/28/2024 12:00:00 AM,08/11/2024 12:00:00 AM
2024-SCULPTURE-0503-Goldenberg,AMO-93418,SCULPTURE item #503 with historical significance,22,SCULPTURE,17681.85077768244,Goldenberg,Go1-B,,Donation,,6333.37344794577,Remark for item 503,12 cm x 25 cm,ACTIVE,05/16/2024 12:00:00 AM,06/09/2024 12:00:00 AM
2024-ART-0504-Goldenberg,AMO-22693,ART item #504 with historical significance,28,ART,34232.38976114182,Goldenberg,Go5-A,69.0,Purchase,08/25/2024,7910.794955187635,Remark for item 504,97 cm x 90 cm,ACTIVE,05/02/2024 12:00:00 AM,06/01/2024 12:00:00 AM
2024-FURNITURE-0505-Gallery,AMO-59602,FURNITURE item #505 with historical significance,79,FURNITURE,,Gallery-East,Ga1-B,103.0,Purchase,03/01/2024,4243.549437948213,Remark for item 505,189 cm x 73 cm,ACTIVE,07/07/2024 12:00:00 AM,07/21/2024 12:00:00 AM
2024-SCULPTURE-0506-Gallery,AMO-77490,SCULPTURE item #506 with historical significance,53,SCULPTURE,,Gallery-East,Ga2-A,12.0,Transfer,12/11/2024,164.40959841572828,Remark for item 506,199 cm x 166 cm,ACTIVE,02/11/2024 12:00:00 AM,02/22/2024 12:00:00 AM
2024-DOCUMENTS-0507-Gallery,AMO-96289,DOCUMENTS item #507 with historical significance,90,DOCUMENTS,8667.842160833072,Gallery-East,Ga1-C,134.0,Purchase,12/17/2024,,Remark for item 507,,ACTIVE,12/10/2024 12:00:00 AM,12/27/2024 12:00:00 AM
2024-DOCUMENTS-0508-Warehouse,AMO-68495,DOCUMENTS item #508 with historical significance,15,DOCUMENTS,35162.724162708924,Warehouse-A,Wa4-C,169.0,Transfer,02/14/2024,-3084.6783549361803,,93 cm x 108 cm,ACTIVE,05/23/2024 12:00:00 AM,05/30/2024 12:00:00 AM
2024-FURNITURE-0509-Gallery,AMO-97897,FURNITURE item #509 with historical significance,16,FURNITURE,14216.83272182253,Gallery-East,Ga2-C,86.0,Transfer,10/25/2024,-966.6940616368033,,193 cm x 200 cm,INACTIVE,07/14/2024 12:00:00 AM,08/03/2024 12:00:00 AM
2024-SCULPTURE-0510-Gallery,AMO-40587,SCULPTURE item #510 with historical significance,29,SCULPTURE,,Gallery-East,Ga3-A,152.0,Purchase,12/04/2024,1143.7241146740876,,107 cm x 157 cm,ACTIVE,01/01/2024 12:00:00 AM,01/10/2024 12:00:00 AM
2024-ART-0511-Warehouse,AMO-60875,ART item #511 with historical significance,55,ART,36961.29656518246,Warehouse-A,Wa3-B,57.0,Transfer,01/18/2024,1955.4953400995169,Remark for item 511,85 cm x 66 cm,ACTIVE,09/12/2024 12:00:00 AM,10/03/2024 12:00:00 AM
2024-DOCUMENTS-0512-Warehouse,AMO-88835,DOCUMENTS item #512 with historical significance,37,DOCUMENTS,,Warehouse-A,Wa2-C,129.0,Transfer,02/09/2024,1232.182740780744,Remark for item 512,65 cm x 136 cm,INACTIVE,05/29/2024 12:00:00 AM,06/20/2024 12:00:00 AM
2024-DOCUMENTS-0513-Goldenberg,AMO-53665,DOCUMENTS item #513 with historical significance,20,DOCUMENTS,-28996.403524497982,Goldenberg,Go2-C,199.0,Donation,08/24/2024,4731.267830136103,Remark for item 513,50 cm x 15 cm,INACTIVE,10/07/2024 12:00:00 AM,10/19/2024 12:00:00 AM
2024-FURNITURE-0514-Gallery,AMO-98853,FURNITURE item #514 with historical significance,61,FURNITURE,21137.104528526885,Gallery-East,Ga3-B,179.0,Purchase,12/28/2024,11816.273616527302,,158 cm x 23 cm,ACTIVE,12/29/2024 12:00:00 AM,01/07/2025 12:00:00 AM
2024-DOCUMENTS-0515-Warehouse,AMO-85649,DOCUMENTS item #515 with historical significance,18,DOCUMENTS,-2694.4558738250207,Warehouse-A,Wa4-C,192.0,Purchase,11/01/2024,2095.751638319695,Remark for item 515,47 cm x 106 cm,ACTIVE,08/06/2024 12:00:00 AM,08/27/2024 12:00:00 AM
2024-MEMORABILIA-0516-Goldenberg,AMO-22589,MEMORABILIA item #516 with historical significance,46,MEMORABILIA,11234.592092768882,Goldenberg,Go4-A,152.0,Donation,03/21/2024,8887.266398817372,Remark for item 516,111 cm x 135 cm,ACTIVE,06/03/2024 12:00:00 AM,06/25/2024 12:00:00 AM
2024-SCULPTURE-0517-Warehouse,AMO-95563,SCULPTURE item #517 with historical significance,96,SCULPTURE,,Warehouse-A,Wa4-C,167.0,Transfer,11/21/2024,523.5223380652395,,41 cm x 135 cm,ACTIVE,11/24/2024 12:00:00 AM,12/15/2024 12:00:00 AM
2024-SCULPTURE-0518-Warehouse,AMO-13018,SCULPTURE item #518 with historical significance,76,SCULPTURE,11975.53814425848,Warehouse-A,Wa5-C,,Purchase,07/16/2024,4039.482548582696,Remark for item 518,42 cm x 35 cm,ACTIVE,06/15/2024 12:00:00 AM,06/17/2024 12:00:00 AM
2024-SCULPTURE-0519-Warehouse,AMO-63127,SCULPTURE item #519 with historical significance,90,SCULPTURE,9665.228078908953,Warehouse-A,Wa1-B,17.0,Transfer,10/18/2024,-1232.1680727526414,Remark for item 519,63 cm x 178 cm,ACTIVE,03/01/2024 12:00:00 AM,03/06/2024 12:00:00 AM
2024-SCULPTURE-0520-Warehouse,AMO-10697,SCULPTURE item #520 with historical significance,72,SCULPTURE,9852.249822457688,Warehouse-A,Wa4-B,42.0,Donation,,6368.15874929886,Remark for item 520,,ACTIVE,03/04/2024 12:00:00 AM,03/20/2024 12:00:00 AM
2024-FURNITURE-0521-Storage,AMO-81359,FURNITURE item #521 with historical significance,22,FURNITURE,-20662.882485276506,Storage-Facility-7,St4-C,133.0,Donation,05/22/2024,1664.8483707343798,,90 cm x 143 cm,ACTIVE,06/29/2024 12:00:00 AM,07/18/2024 12:00:00 AM
2024-SCULPTURE-0522-Warehouse,AMO-22977,SCULPTURE item #522 with historical significance,85,SCULPTURE,-12503.020373479332,Warehouse-A,Wa1-A,56.0,Donation,10/18/2024,6975.233144624212,Remark for item 522,169 cm x 118 cm,ACTIVE,02/08/2024 12:00:00 AM,02/25/2024 12:00:00 AM
2024-FURNITURE-0523-Storage,AMO-60040,FURNITURE item #523 with historical significance,84,FURNITURE,-33079.67261959437,Storage-Facility-7,St2-B,178.0,Purchase,04/03/2024,-1794.6092363579419,Remark for item 523,175 cm x 59 cm,ACTIVE,12/31/2024 12:00:00 AM,01/11/2025 12:00:00 AM
2024-SCULPTURE-0524-Warehouse,AMO-65009,SCULPTURE item #524 with historical significance,20,SCULPTURE,14430.296876613022,Warehouse-A,Wa3-B,70.0,Purchase,02/22/2024,8827.620146171703,,102 cm x 95 cm,ACTIVE,05/19/2024 12:00:00 AM,05/23/2024 12:00:00 AM
2024-MEMORABILIA-0525-Storage,AMO-11292,MEMORABILIA item #525 with historical significance,13,MEMORABILIA,3356.2434731753046,Storage-Facility-7,St4-A,,Purchase,05/19/2024,-1775.9976334659918,Remark for item 525,189 cm x 156 cm,ACTIVE,05/24/2024 12:00:00 AM,06/10/2024 12:00:00 AM
2024-FURNITURE-0526-Goldenberg,AMO-16286,FURNITURE item #526 with historical significance,22,FURNITURE,52028.92673601476,Goldenberg,Go3-B,137.0,Donation,07/16/2024,-6240.06950208122,Remark for item 526,192 cm x 49 cm,ACTIVE,12/02/2024 12:00:00 AM,12/06/2024 12:00:00 AM
2024-MEMORABILIA-0527-Gallery,AMO-84391,MEMORABILIA item #527 with historical significance,95,MEMORABILIA,-49970.148915502046,Gallery-East,Ga3-A,64.0,Transfer,07/23/2024,3200.072250266662,Remark for item 527,129 cm x 138 cm,ACTIVE,05/26/2024 12:00:00 AM,06/03/2024 12:00:00 AM
2024-DOCUMENTS-0528-Warehouse,AMO-50001,DOCUMENTS item #528 with historical significance,82,DOCUMENTS,-7551.355608815278,Warehouse-A,Wa1-B,,Purchase,,-4106.164085653566,Remark for item 528,24 cm x 31 cm,UNDER_REVIEW,05/26/2024 12:00:00 AM,06/12/2024 12:00:00 AM
2024-DOCUMENTS-0529-Goldenberg,AMO-65572,DOCUMENTS item #529 with historical significance,87,DOCUMENTS,22708.911182483833,Goldenberg,Go5-C,174.0,Donation,12/04/2024,2219.003568855994,Remark for item 529,200 cm x 11 cm,ACTIVE,12/31/2024 12:00:00 AM,01/13/2025 12:00:00 AM
2024-SCULPTURE-0530-Storage,AMO-42011,SCULPTURE item #530 with historical significance,95,SCULPTURE,-9101.96576841821,Storage-Facility-7,St5-C,173.0,Transfer,09/08/2024,-5401.521993354472,Remark for item 530,100 cm x 23 cm,ACTIVE,08/04/2024 12:00:00 AM,08/19/2024 12:00:00 AM
2024-DOCUMENTS-0531-Warehouse,AMO-58927,DOCUMENTS item #531 with historical significance,15,DOCUMENTS,26811.433207003618,Warehouse-A,Wa3-C,75.0,Donation,05/09/2024,4251.005889793305,Remark for item 531,65 cm x 88 cm,ACTIVE,11/25/2024 12:00:00 AM,12/11/2024 12:00:00 AM
2024-ART-0532-Gallery,AMO-90969,ART item #532 with historical significance,63,ART,2520.6034055154273,Gallery-East,Ga1-B,28.0,Donation,,10233.18498023833,Remark for item 532,35 cm x 120 cm,ACTIVE,09/08/2024 12:00:00 AM,09/14/2024 12:00:00 AM
2024-ART-0533-Warehouse,AMO-63833,ART item #533 with historical significance,16,ART,-21752.119158153815,Warehouse-A,Wa4-A,102.0,Donation,06/14/2024,-6627.625854623694,Remark for item 533,122 cm x 178 cm,UNDER_REVIEW,08/12/2024 12:00:00 AM,08/17/2024 12:00:00 AM
2024-MEMORABILIA-0534-Storage,AMO-66880,MEMORABILIA item #534 with historical significance,1,MEMORABILIA,-12297.701747031111,Storage-Facility-7,St3-C,,Donation,12/11/2024,772.069918222511,Remark for item 534,132 cm x 180 cm,ACTIVE,05/16/2024 12:00:00 AM,05/19/2024 12:00:00 AM
2024-DOCUMENTS-0535-Gallery,AMO-82105,DOCUMENTS item #535 with historical significance,64,DOCUMENTS,11083.486233067295,Gallery-East,Ga2-B,100.0,Purchase,02/26/2024,,Remark for item 535,185 cm x 70 cm,ACTIVE,01/27/2024 12:00:00 AM,02/17/2024 12:00:00 AM
2024-FURNITURE-0536-Gallery,AMO-88261,FURNITURE item #536 with historical significance,95,FURNITURE,-1030.9014464082466,Gallery-East,Ga1-B,,Purchase,10/05/2024,2760.276982571484,Remark for item 536,39 cm x 77 cm,ACTIVE,12/24/2024 12:00:00 AM,12/31/2024 12:00:00 AM
2024-DOCUMENTS-0537-Warehouse,AMO-72114,DOCUMENTS item #537 with historical significance,91,DOCUMENTS,-26288.485604761103,Warehouse-A,Wa1-C,152.0,Transfer,03/08/2024,8218.823020366297,Remark for item 537,59 cm x 47 cm,ACTIVE,08/06/2024 12:00:00 AM,08/06/2024 12:00:00 AM
2024-SCULPTURE-0538-Warehouse,AMO-21919,SCULPTURE item #538 with historical significance,7,SCULPTURE,2946.22054018578,Warehouse-A,Wa4-B,57.0,Transfer,08/02/2024,6586.479157940638,Remark for item 538,78 cm x 103 cm,ACTIVE,05/23/2024 12:00:00 AM,06/22/2024 12:00:00 AM
2024-FURNITURE-0539-Gallery,AMO-42370,FURNITURE item #539 with historical significance,41,FURNITURE,,Gallery-East,Ga1-A,55.0,Donation,05/20/2024,2713.6267318885207,Remark for item 539,103 cm x 95 cm,ACTIVE,06/04/2024 12:00:00 AM,06/07/2024 12:00:00 AM
2024-ART-0540-Goldenberg,AMO-99517,ART item #540 with historical significance,71,ART,16418.830478844597,Goldenberg,Go2-B,151.0,Purchase,06/08/2024,3848.8364011610197,Remark for item 540,37 cm x 43 cm,INACTIVE,11/18/2024 12:00:00 AM,12/11/2024 12:00:00 AM
2024-SCULPTURE-0541-Goldenberg,AMO-15379,SCULPTURE item #541 with historical significance,76,SCULPTURE,16192.714000432874,Goldenberg,Go2-A,,Transfer,06/10/2024,4213.61379933772,Remark for item 541,194 cm x 49 cm,ACTIVE,01/23/2024 12:00:00 AM,01/27/2024 12:00:00 AM
2024-MEMORABILIA-0542-Gallery,AMO-82154,MEMORABILIA item #542 with historical significance,92,MEMORABILIA,38228.813253310786,Gallery-East,Ga3-C,112.0,Purchase,,1982.6058485073506,Remark for item 542,15 cm x 52 cm,ACTIVE,11/02/2024 12:00:00 AM,11/10/2024 12:00:00 AM
2024-MEMORABILIA-0543-Storage,AMO-15956,MEMORABILIA item #543 with historical significance,73,MEMORABILIA,22725.093939712806,Storage-Facility-7,St1-C,137.0,Donation,02/06/2024,551.3215285638664,Remark for item 543,109 cm x 112 cm,INACTIVE,11/06/2024 12:00:00 AM,11/14/2024 12:00:00 AM
2024-MEMORABILIA-0544-Warehouse,AMO-10471,MEMORABILIA item #544 with historical significance,21,MEMORABILIA,,Warehouse-A,Wa5-A,132.0,Transfer,12/24/2024,8200.586077247364,Remark for item 544,191 cm x 78 cm,INACTIVE,10/09/2024 12:00:00 AM,10/12/2024 12:00:00 AM
2024-MEMORABILIA-0545-Warehouse,AMO-15978,MEMORABILIA item #545 with historical significance,69,MEMORABILIA,-11909.807551481743,Warehouse-A,Wa2-B,35.0,Donation,01/21/2024,10004.702164554079,Remark for item 545,39 cm x 10 cm,ACTIVE,11/28/2024 12:00:00 AM,12/09/2024 12:00:00 AM
2024-SCULPTURE-0546-Storage,AMO-52540,SCULPTURE item #546 with historical significance,11,SCULPTURE,3996.051233891415,Storage-Facility-7,St5-B,84.0,Transfer,11/27/2024,,Remark for item 546,81 cm x 55 cm,ACTIVE,05/11/2024 12:00:00 AM,05/11/2024 12:00:00 AM
2024-SCULPTURE-0547-Goldenberg,AMO-60067,SCULPTURE item #547 with historical significance,84,SCULPTURE,-30769.377552951206,Goldenberg,Go3-C,57.0,Transfer,04/19/2024,1640.5220745539464,Remark for item 547,124 cm x 69 cm,ACTIVE,08/10/2024 12:00:00 AM,08/21/2024 12:00:00 AM
2024-MEMORABILIA-0548-Gallery,AMO-22280,MEMORABILIA item #548 with historical significance,64,MEMORABILIA,-12026.29143687202,Gallery-East,Ga2-B,187.0,Donation,05/01/2024,5203.21774494362,Remark for item 548,185 cm x 165 cm,ACTIVE,04/06/2024 12:00:00 AM,04/08/2024 12:00:00 AM
2024-MEMORABILIA-0549-Goldenberg,AMO-65888,MEMORABILIA item #549 with historical significance,32,MEMORABILIA,-11315.599482559774,Goldenberg,Go4-C,,Purchase,01/20/2024,,Remark for item 549,13 cm x 174 cm,ACTIVE,01/23/2024 12:00:00 AM,01/27/2024 12:00:00 AM
2024-MEMORABILIA-0550-Goldenberg,AMO-45082,MEMORABILIA item #550 with historical significance,19,MEMORABILIA,-6154.585830369493,Goldenberg,Go5-A,182.0,Donation,,-8447.703654727655,Remark for item 550,51 cm x 88 cm,ACTIVE,06/18/2024 12:00:00 AM,07/03/2024 12:00:00 AM
2024-MEMORABILIA-0551-Warehouse,AMO-17323,MEMORABILIA item #551 with historical significance,70,MEMORABILIA,,Warehouse-A,Wa3-C,,Transfer,02/17/2024,-1261.5315962453838,Remark for item 551,,ACTIVE,04/24/2024 12:00:00 AM,04/24/2024 12:00:00 AM
2024-MEMORABILIA-0552-Gallery,AMO-60512,MEMORABILIA item #552 with historical significance,19,MEMORABILIA,-55596.98316572392,Gallery-East,Ga3-C,176.0,Purchase,02/16/2024,-6919.514117428616,,82 cm x 101 cm,ACTIVE,02/09/2024 12:00:00 AM,02/28/2024 12:00:00 AM
2024-FURNITURE-0553-Goldenberg,AMO-57250,FURNITURE item #553 with historical significance,11,FURNITURE,24010.366403607433,Goldenberg,Go1-C,47.0,Donation,03/22/2024,4929.000793254161,Remark for item 553,36 cm x 79 cm,ACTIVE,09/12/2024 12:00:00 AM,10/03/2024 12:00:00 AM
2024-FURNITURE-0554-Storage,AMO-20009,FURNITURE item #554 with historical significance,1,FURNITURE,15636.439044624118,Storage-Facility-7,St2-C,123.0,Donation,02/19/2024,-3834.8807156460653,Remark for item 554,92 cm x 42 cm,ACTIVE,04/03/2024 12:00:00 AM,04/27/2024 12:00:00 AM
2024-DOCUMENTS-0555-Storage,AMO-51853,DOCUMENTS item #555 with historical significance,64,DOCUMENTS,3807.2160964505038,Storage-Facility-7,St4-B,36.0,Transfer,11/08/2024,981.987304547158,Remark for item 555,136 cm x 146 cm,ACTIVE,10/01/2024 12:00:00 AM,10/27/2024 12:00:00 AM
2024-MEMORABILIA-0556-Gallery,AMO-20959,MEMORABILIA item #556 with historical significance,75,MEMORABILIA,-23959.117229813568,Gallery-East,Ga4-C,180.0,Transfer,,8516.991508835752,Remark for item 556,102 cm x 152 cm,UNDER_REVIEW,08/30/2024 12:00:00 AM,09/29/2024 12:00:00 AM
2024-MEMORABILIA-0557-Goldenberg,AMO-17808,MEMORABILIA item #557 with historical significance,45,MEMORABILIA,26934.057264391784,Goldenberg,Go3-A,108.0,Purchase,04/02/2024,-104.82086914831962,,46 cm x 106 cm,ACTIVE,01/14/2024 12:00:00 AM,02/05/2024 12:00:00 AM
2024-DOCUMENTS-0558-Storage,AMO-17088,DOCUMENTS item #558 with historical significance,90,DOCUMENTS,5672.14597486327,Storage-Facility-7,St1-C,41.0,Transfer,,2041.9140397377623,,,ACTIVE,10/18/2024 12:00:00 AM,11/13/2024 12:00:00 AM
2024-DOCUMENTS-0559-Warehouse,AMO-33910,DOCUMENTS item #559 with historical significance,61,DOCUMENTS,-46043.371710607265,Warehouse-A,Wa2-C,185.0,Transfer,11/23/2024,,,,INACTIVE,11/24/2024 12:00:00 AM,11/25/2024 12:00:00 AM
2024-SCULPTURE-0560-Warehouse,AMO-75967,SCULPTURE item #560 with historical significance,21,SCULPTURE,-1179.4345630149228,Warehouse-A,Wa1-B,183.0,Purchase,10/17/2024,-2409.921239988993,Remark for item 560,79 cm x 33 cm,INACTIVE,09/24/2024 12:00:00 AM,10/06/2024 12:00:00 AM
2024-MEMORABILIA-0561-Warehouse,AMO-62481,MEMORABILIA item #561 with historical significance,80,MEMORABILIA,-20040.50024737289,Warehouse-A,Wa1-A,155.0,Purchase,12/15/2024,-405.5014644297744,Remark for item 561,107 cm x 52 cm,ACTIVE,01/28/2024 12:00:00 AM,02/22/2024 12:00:00 AM
2024-FURNITURE-0562-Gallery,AMO-35523,FURNITURE item #562 with historical significance,35,FURNITURE,49942.16317123806,Gallery-East,Ga1-A,8.0,Donation,03/18/2024,4204.214306335049,Remark for item 562,,ACTIVE,06/07/2024 12:00:00 AM,06/13/2024 12:00:00 AM
2024-SCULPTURE-0563-Warehouse,AMO-93674,SCULPTURE item #563 with historical significance,5,SCULPTURE,-9279.47474456992,Warehouse-A,Wa2-B,124.0,Donation,,3862.913906780793,Remark for item 563,,ACTIVE,07/01/2024 12:00:00 AM,07/25/2024 12:00:00 AM
2024-FURNITURE-0564-Gallery,AMO-75564,FURNITURE item #564 with historical significance,25,FURNITURE,39983.885914650054,Gallery-East,Ga3-B,25.0,Transfer,12/17/2024,5623.168414563844,Remark for item 564,160 cm x 107 cm,ACTIVE,09/01/2024 12:00:00 AM,09/19/2024 12:00:00 AM
2024-ART-0565-Storage,AMO-31131,ART item #565 with historical significance,20,ART,6490.759248004353,Storage-Facility-7,St4-A,56.0,Transfer,11/05/2024,-2234.6838885278694,Remark for item 565,142 cm x 196 cm,ACTIVE,11/07/2024 12:00:00 AM,11/27/2024 12:00:00 AM
2024-SCULPTURE-0566-Storage,AMO-68652,SCULPTURE item #566 with historical significance,17,SCULPTURE,22455.582840339746,Storage-Facility-7,St3-B,183.0,Purchase,07/08/2024,2967.426927108748,Remark for item 566,,ACTIVE,03/19/2024 12:00:00 AM,04/06/2024 12:00:00 AM
2024-DOCUMENTS-0567-Goldenberg,AMO-11958,DOCUMENTS item #567 with historical significance,19,DOCUMENTS,,Goldenberg,Go3-C,76.0,Donation,05/19/2024,5475.966100138661,,127 cm x 76 cm,ACTIVE,08/30/2024 12:00:00 AM,09/07/2024 12:00:00 AM
2024-DOCUMENTS-0568-Warehouse,AMO-26248,DOCUMENTS item #568 with historical significance,73,DOCUMENTS,20879.295042049238,Warehouse-A,Wa4-A,175.0,Purchase,06/17/2024,6247.763576596676,Remark for item 568,184 cm x 115 cm,ACTIVE,09/16/2024 12:00:00 AM,09/30/2024 12:00:00 AM
2024-FURNITURE-0569-Goldenberg,AMO-91345,FURNITURE item #569 with historical significance,83,FURNITURE,-8380.8802890142,Goldenberg,Go1-C,,Donation,05/13/2024,7586.970328171628,Remark for item 569,,INACTIVE,07/17/2024 12:00:00 AM,08/13/2024 12:00:00 AM
2024-DOCUMENTS-0570-Goldenberg,AMO-55735,DOCUMENTS item #570 with historical significance,60,DOCUMENTS,,Goldenberg,Go4-C,28.0,Transfer,07/25/2024,1987.9980234619984,Remark for item 570,,ACTIVE,06/24/2024 12:00:00 AM,07/13/2024 12:00:00 AM
2024-DOCUMENTS-0571-Warehouse,AMO-72419,DOCUMENTS item #571 with historical significance,15,DOCUMENTS,56881.52181563164,Warehouse-A,Wa3-B,164.0,Donation,10/02/2024,-2445.939090447839,Remark for item 571,,ACTIVE,07/04/2024 12:00:00 AM,07/29/2024 12:00:00 AM
2024-DOCUMENTS-0572-Gallery,AMO-37973,DOCUMENTS item #572 with historical significance,7,DOCUMENTS,48399.095079131235,Gallery-East,Ga2-A,22.0,Transfer,05/13/2024,,Remark for item 572,117 cm x 144 cm,ACTIVE,04/19/2024 12:00:00 AM,05/10/2024 12:00:00 AM
2024-FURNITURE-0573-Warehouse,AMO-17044,FURNITURE item #573 with historical significance,12,FURNITURE,9947.769586566195,Warehouse-A,Wa4-B,124.0,Purchase,12/26/2024,-2257.090018072242,Remark for item 573,187 cm x 156 cm,ACTIVE,07/18/2024 12:00:00 AM,08/13/2024 12:00:00 AM
2024-ART-0574-Warehouse,AMO-20198,ART item #574 with historical significance,93,ART,-7097.145851358038,Warehouse-A,Wa5-C,188.0,Donation,12/24/2024,-601.7365409716008,Remark for item 574,47 cm x 137 cm,ACTIVE,06/11/2024 12:00:00 AM,06/14/2024 12:00:00 AM
2024-DOCUMENTS-0575-Storage,AMO-78248,DOCUMENTS item #575 with historical significance,93,DOCUMENTS,15604.14866004791,Storage-Facility-7,St1-B,25.0,Donation,,3614.1774401774983,Remark for item 575,52 cm x 163 cm,ACTIVE,07/12/2024 12:00:00 AM,07/18/2024 12:00:00 AM
2024-FURNITURE-0576-Warehouse,AMO-35055,FURNITURE item #576 with historical significance,87,FURNITURE,,Warehouse-A,Wa5-A,129.0,Purchase,02/23/2024,-1868.500019692895,Remark for item 576,100 cm x 100 cm,ACTIVE,10/04/2024 12:00:00 AM,10/17/2024 12:00:00 AM
2024-SCULPTURE-0577-Storage,AMO-24860,SCULPTURE item #577 with historical significance,23,SCULPTURE,4391.135193475429,Storage-Facility-7,St4-B,112.0,Purchase,11/23/2024,11711.351793059319,Remark for item 577,35 cm x 32 cm,ACTIVE,02/23/2024 12:00:00 AM,02/25/2024 12:00:00 AM
